kreatinin,hemoglobin,hematokrit yuzdesi,eritrosit sayisi,lokosit sayisi,trombosit sayisi,alanin - alt,aspartat - ast,ure,albumin,glikoz,sodyum,potasyum,klorur,oksijen doygunlugu - spo₂,Saglik_Durumu
1.64,12.29,45.37,5.85,13.33,0,207.53,105.96,25.34,3.68,93.46,138.3,4.92,103.94,96.07,7
3.24,17.98,51.81,7.85,12.88,252.38,150.42,90.29,9.58,0,101.1,141.32,5.72,104.79,95.57,2
0,15.42,41.44,6.87,9.63,311.61,11.42,0,9.11,0,78.16,142.0,0,114.84,99.46,1
1.55,14.29,37.77,6.5,14.83,334.85,29.05,30.56,20.5,3.39,161.14,143.57,0,0,0,8
0.46,13.09,51.79,6.03,19.01,164.4,38.87,34.65,0,2.62,104.83,152.36,5.36,108.24,96.14,5
0.72,12.83,38.3,6.93,0,0,140.92,118.48,25.99,3.5,90.0,140.76,5.17,107.97,96.29,7
0.83,0,46.17,6.91,15.25,301.3,55.09,34.06,15.83,1.57,109.43,153.06,4.37,103.01,95.62,9
0.56,0,45.32,6.86,6.43,409.97,86.73,30.62,7.47,3.53,113.09,119.14,4.97,117.74,96.24,10
0.46,12.81,0,5.97,0,0,106.75,23.25,11.06,3.15,149.82,148.76,3.96,0,96.03,8
0,0,47.56,7.21,21.39,313.61,62.79,56.06,18.27,3.61,95.84,148.6,0,105.25,97.29,5
0.5,0,46.87,7.5,34.91,279.86,104.47,42.17,16.0,3.01,106.38,0,0,108.31,95.89,6
0.75,16.01,38.7,7.74,18.61,203.24,42.74,17.01,10.14,0,117.8,148.87,4.25,111.27,96.69,5
0.53,12.21,46.0,6.04,0,310.29,15.87,41.28,25.95,3.51,82.5,146.24,4.72,107.73,95.43,6
1.02,15.85,52.31,0,0,0,52.66,63.0,23.88,0,103.79,143.74,5.74,102.23,97.57,1
1.45,15.46,45.33,6.85,13.19,302.47,82.1,30.43,22.19,3.26,116.54,125.17,0,103.49,96.28,10
1.46,14.8,50.96,8.45,0,233.29,102.27,0,20.28,3.14,100.55,125.75,4.32,105.23,96.39,10
1.42,17.47,50.16,5.99,7.29,296.41,161.51,155.6,26.84,3.46,99.18,149.98,5.61,105.43,99.28,7
0.76,14.95,37.94,5.85,8.02,294.11,41.99,51.53,19.36,2.7,151.49,147.83,4.94,113.52,95.39,8
1.17,16.67,47.11,0,18.57,234.92,15.91,52.11,10.84,2.86,91.26,142.76,4.04,0,97.43,5
1.05,0,45.16,6.89,18.69,226.33,32.37,59.1,10.74,0,99.01,145.98,4.39,115.65,95.61,5
0.76,0,40.98,7.0,15.86,297.86,65.84,42.84,17.88,1.2,113.82,144.13,3.78,105.27,99.41,9
2.46,17.68,54.22,8.36,6.81,0,129.49,101.59,14.75,3.08,84.94,138.83,4.1,110.8,98.7,2
1.09,10.69,38.77,6.11,11.1,407.85,25.1,43.26,20.38,3.66,0,0,5.45,0,96.6,3
0,14.58,43.87,6.71,7.14,428.3,30.13,0,19.26,2.71,78.44,120.22,4.99,114.32,97.9,10
0.81,16.82,37.6,5.71,13.0,299.95,101.92,25.76,20.34,1.42,83.19,149.09,0,113.78,99.46,9
0.58,0,39.68,6.71,18.22,292.68,96.18,57.18,0,3.62,0,152.05,0,112.27,98.67,5
0.81,21.34,53.65,6.61,7.93,321.41,49.77,45.56,22.04,3.89,75.77,150.3,3.77,103.31,95.71,4
0.92,13.5,41.25,8.47,13.84,413.0,173.28,134.29,23.92,3.65,82.97,140.97,5.34,103.97,97.36,7
0.48,12.12,41.29,7.3,13.85,298.21,50.66,51.5,11.13,2.88,156.68,148.05,4.74,113.89,95.18,8
1.63,13.22,49.05,7.54,12.53,0,30.65,61.43,12.93,3.08,104.24,124.3,5.25,0,96.67,10
1.47,13.44,47.01,0,12.64,387.74,0,0,15.2,3.15,115.43,140.4,6.43,101.65,98.61,11
1.24,13.14,53.62,6.72,16.13,254.36,0,62.52,7.53,1.58,0,151.42,4.59,112.07,99.56,9
1.12,17.88,40.28,7.43,43.31,331.19,68.31,59.21,20.03,0,101.77,143.42,4.33,0,96.94,6
1.19,17.75,40.91,6.53,42.78,247.16,96.51,23.58,15.56,3.67,98.87,149.34,5.7,116.23,95.82,6
1.42,15.29,37.88,6.92,9.19,381.22,20.29,0,19.88,3.76,81.36,141.1,7.13,108.01,98.95,11
1.69,16.27,52.44,5.66,6.14,221.14,50.08,21.07,18.63,3.0,143.61,146.99,4.6,111.53,95.77,8
1.13,12.61,49.84,5.76,21.79,270.57,94.37,31.07,26.03,3.94,98.7,141.4,0,0,98.08,5
0,13.9,0,8.03,15.47,0,131.32,112.35,18.55,3.07,96.37,143.49,4.38,108.01,98.03,2
0.87,14.31,39.14,7.68,9.5,414.6,16.3,28.59,13.39,2.96,85.11,144.58,7.4,114.75,95.64,11
0.77,17.83,0,7.81,8.48,173.96,29.27,24.33,14.01,3.03,0,122.93,4.92,116.53,99.35,10
0.76,16.51,41.81,5.65,18.62,322.39,41.36,61.29,18.78,3.34,0,151.8,4.3,108.2,96.73,5
0.81,14.21,43.26,0,9.4,412.22,58.94,15.25,11.79,3.88,78.35,139.71,6.74,0,95.11,11
1.4,16.48,52.63,6.85,10.93,415.11,104.73,0,25.0,3.95,86.0,126.95,3.82,113.37,99.6,10
0.49,12.79,46.85,6.73,9.57,313.38,155.6,146.6,23.01,3.08,89.7,150.14,4.67,116.12,98.76,7
0.5,0,54.39,8.22,10.21,315.94,58.89,26.36,10.35,3.16,86.74,121.82,4.21,116.91,98.34,10
1.75,16.4,0,6.13,0,353.84,56.55,28.68,16.96,0,82.0,153.11,4.9,107.9,97.22,9
1.52,14.06,46.75,7.46,7.21,219.51,29.0,16.62,0,3.32,0,0,5.51,116.49,0,1
0.76,14.07,43.17,6.56,15.33,417.0,0,15.27,0,0,0,141.86,4.99,110.16,99.29,9
1.08,16.59,50.75,0,8.9,198.47,167.14,135.17,23.06,0,109.78,140.02,4.14,104.5,99.88,7
0.77,20.18,46.2,0,10.48,379.67,106.0,39.71,15.54,0,75.19,140.71,4.94,105.49,97.01,4
1.45,16.25,55.0,5.57,19.26,305.03,55.28,52.3,7.69,3.07,100.8,139.18,5.52,111.96,0,5
0.48,9.32,40.44,0,15.43,330.83,107.77,53.74,0,2.89,78.09,141.85,4.71,113.03,97.18,3
1.27,15.26,39.5,5.99,16.32,210.27,25.87,32.72,0,1.32,104.2,148.21,0,101.73,95.04,9
1.42,14.98,51.12,5.72,8.53,369.82,82.74,45.89,20.95,3.94,78.78,138.55,7.73,108.94,97.02,11
0,14.16,47.11,0,0,388.21,37.22,16.09,19.32,3.0,92.57,144.26,4.64,111.97,98.17,5
1.79,0,37.95,7.91,21.48,183.53,25.94,0,16.75,3.22,95.95,152.75,4.18,103.51,0,5
0.55,16.82,52.15,7.69,13.94,350.45,182.19,115.5,11.33,3.74,79.76,144.45,4.48,101.52,97.53,7
0.93,0,53.51,7.02,0,235.71,103.07,57.94,0,3.2,111.58,153.48,4.31,117.52,99.51,1
0.7,17.44,40.54,7.84,6.78,206.72,69.93,46.41,8.68,3.0,104.72,150.17,4.9,110.26,96.11,1
0.73,15.7,48.63,8.18,8.62,293.76,63.1,46.83,18.3,2.97,114.14,149.0,0,107.49,95.5,1
0.85,13.63,54.89,7.82,6.08,248.33,64.08,0,25.62,1.33,110.3,152.46,3.75,103.11,99.06,9
1.58,16.51,0,6.1,18.32,395.05,23.87,22.97,14.9,3.71,0,141.21,3.75,102.44,96.69,5
1.11,19.72,43.43,8.31,14.95,327.51,23.31,46.27,11.81,3.07,102.37,141.36,5.65,109.91,97.3,4
0,0,39.07,0,19.6,313.49,43.09,27.36,7.21,3.13,116.59,151.0,5.55,0,95.75,5
0.43,12.51,51.1,7.21,7.46,0,83.59,29.89,14.19,2.71,0,122.65,4.73,113.01,97.73,10
1.32,15.26,39.67,5.86,21.95,200.46,10.59,50.08,7.1,3.3,83.16,144.67,0,109.29,97.03,5
0.86,17.27,47.3,7.85,13.71,339.72,96.6,29.75,0,3.16,97.92,141.76,5.2,108.74,96.48,1
2.31,14.09,40.54,6.67,8.49,226.37,148.99,95.57,11.64,2.97,82.47,141.74,3.99,113.69,95.8,2
1.4,13.92,0,6.78,65.56,281.0,27.85,57.24,17.36,3.48,116.77,146.83,4.9,105.38,98.44,6
0.91,16.13,54.76,8.37,16.36,265.9,75.05,32.6,25.38,1.05,89.95,146.37,4.14,112.83,95.82,9
1.41,0,46.3,7.88,9.33,0,49.74,29.92,22.81,2.77,93.6,142.74,5.39,104.72,99.0,1
0.44,17.78,43.93,8.12,11.19,325.51,67.92,34.69,26.02,3.24,100.74,142.04,3.8,106.13,98.86,1
1.17,12.53,44.93,6.29,0,267.36,58.58,62.73,10.32,3.7,102.59,121.84,4.89,107.99,98.49,10
1.55,9.84,38.97,6.17,16.51,381.5,29.63,24.47,10.06,3.27,113.19,151.39,4.58,103.43,0,3
1.07,12.07,43.83,5.67,8.73,174.1,44.82,0,16.93,3.75,88.25,142.37,3.65,111.37,98.16,1
1.57,16.3,38.87,6.18,0,386.81,12.93,18.65,26.85,3.34,0,153.46,4.16,0,98.91,6
1.09,14.34,0,8.28,8.69,168.84,93.23,30.44,10.84,3.07,111.32,153.12,5.72,0,96.11,1
0.66,17.2,40.98,7.18,13.87,206.13,16.15,0,18.58,2.64,84.44,139.5,6.65,110.58,95.01,11
0.84,10.83,51.56,5.81,0,367.93,37.64,45.65,21.88,3.06,112.55,148.36,4.78,103.16,98.16,3
2.37,14.67,40.61,0,16.27,216.37,141.64,100.62,15.57,3.31,0,138.17,4.72,106.85,96.4,2
0.45,12.42,47.78,6.13,8.52,400.45,150.84,162.91,19.87,3.41,89.94,149.13,4.03,107.35,99.14,7
1.06,13.07,44.5,5.79,7.34,346.04,0,25.92,0,0.8,110.49,138.35,3.85,109.39,99.84,9
1.6,0,46.36,7.24,14.62,183.99,11.91,22.68,8.88,4.0,82.96,147.09,4.89,115.51,98.46,3
1.61,14.88,40.59,6.82,12.44,374.89,86.31,0,16.99,2.99,76.98,143.11,6.86,110.95,97.68,11
1.76,9.24,43.05,6.95,7.16,329.9,88.92,31.82,15.36,3.64,0,138.31,5.34,106.63,97.6,3
1.13,16.02,40.7,7.23,12.08,391.5,11.21,23.51,0,0,93.32,146.32,3.58,112.34,99.44,1
0.44,13.4,53.15,6.22,19.25,304.88,61.94,54.23,26.41,3.72,95.78,151.53,5.47,115.42,97.67,5
0.48,15.72,49.6,7.6,10.81,175.91,106.94,60.75,12.38,3.32,152.25,147.95,4.41,109.69,99.71,8
0.46,17.68,0,6.77,15.9,0,84.34,16.56,16.9,3.62,101.65,138.72,7.53,106.94,98.92,11
1.64,15.09,40.88,5.71,33.21,429.36,74.82,44.18,19.18,3.62,95.49,143.87,3.94,107.25,97.08,6
0.48,12.78,44.24,5.55,19.93,301.62,92.5,40.56,7.51,2.76,82.42,138.37,3.89,105.24,0,5
0.7,16.35,49.9,7.55,15.58,0,0,0,7.48,1.52,81.16,152.04,5.39,108.99,98.88,9
1.41,0,41.55,6.09,0,336.54,158.77,105.29,15.71,3.84,102.05,145.17,3.83,101.21,96.56,7
0,17.28,42.85,7.72,14.63,0,76.48,52.35,25.96,3.73,107.06,124.95,3.75,102.86,96.9,10
1.36,13.91,43.46,6.33,11.36,268.15,24.23,57.59,9.22,2.74,110.34,138.91,4.31,103.01,98.62,1
1.29,12.34,47.73,6.85,6.11,410.81,0,41.26,8.43,2.72,107.12,147.78,5.22,101.53,0,1
1.33,22.44,48.6,7.64,7.05,345.69,63.65,31.55,10.6,3.69,117.76,153.84,0,0,97.84,4
1.67,16.61,0,6.03,9.67,213.55,70.94,0,9.7,2.98,0,0,7.08,106.29,97.36,11
1.71,0,47.77,6.17,66.84,254.41,87.6,45.34,25.8,3.44,106.11,150.35,5.12,117.66,99.22,6
1.1,13.62,52.0,6.04,0,204.96,149.71,117.41,25.11,3.48,97.72,147.36,0,0,97.11,7
0,12.18,45.65,7.15,19.44,290.07,0,30.12,0,0,86.37,0,4.99,103.57,0,5
2.77,17.09,39.44,6.43,8.73,259.66,0,97.86,14.72,2.7,96.83,148.89,3.83,108.41,0,2
1.4,0,47.9,5.5,20.71,179.88,91.76,50.52,20.99,3.21,97.05,140.79,4.53,109.82,96.49,5
1.72,9.12,50.02,6.99,7.13,303.97,80.61,61.43,11.77,0,76.24,142.76,3.73,104.71,99.88,3
0.45,16.0,40.2,8.11,10.65,0,72.78,15.21,25.44,1.25,97.61,150.36,4.28,110.23,99.49,9
0.7,16.09,44.23,7.72,14.96,364.85,198.66,97.5,0,0,75.76,143.05,4.1,101.68,98.71,7
1.51,14.66,46.2,6.45,0,402.15,0,106.92,26.63,0,108.3,140.07,4.09,114.94,98.31,7
0.86,22.15,54.53,6.89,7.35,302.86,51.3,55.68,0,3.41,91.91,142.08,5.29,102.55,95.66,4
0,14.12,53.28,8.19,19.03,242.41,10.73,15.83,0,2.61,101.57,141.3,5.69,110.24,95.98,5
1.49,17.02,42.0,0,11.17,355.67,87.51,33.17,0,3.36,89.92,145.51,7.65,0,97.8,11
1.17,15.57,45.58,6.32,18.77,283.4,84.15,25.42,17.97,3.3,114.52,0,5.5,107.66,97.74,5
1.07,14.94,0,6.27,7.3,301.91,85.9,54.43,11.69,0,0,141.42,4.55,103.95,97.87,9
0,16.93,49.13,8.15,39.89,0,0,23.15,19.38,3.2,116.97,0,5.6,101.71,97.64,6
2.34,17.98,47.45,5.55,6.48,169.87,149.06,101.65,9.23,3.77,89.86,0,3.52,117.15,96.24,2
1.23,13.32,54.66,5.53,18.72,246.87,86.93,0,16.85,2.98,92.07,152.44,4.66,114.61,96.61,5
1.77,16.91,50.76,6.77,12.46,178.15,41.95,54.34,7.25,0.73,113.6,143.07,5.25,0,99.45,9
0.93,13.1,0,7.02,10.49,193.51,45.78,63.35,0,3.0,114.1,145.6,6.71,110.86,97.64,11
0.94,16.43,54.53,8.39,0,224.42,57.27,44.16,7.72,2.94,118.97,151.07,5.1,112.46,97.29,1
1.13,16.65,44.16,6.35,11.69,227.47,206.69,0,10.16,2.67,77.25,141.77,4.71,117.26,98.93,7
0,17.59,53.27,8.17,0,242.24,72.84,33.99,23.53,1.56,110.79,151.39,3.74,115.97,98.64,9
0.87,16.32,40.86,5.55,6.94,276.62,72.9,15.16,25.09,3.04,98.91,125.45,4.87,114.25,99.0,10
1.53,12.72,45.68,7.05,16.3,393.74,85.32,0,15.01,1.23,0,147.87,5.49,109.72,96.74,9
1.52,17.07,48.99,6.66,14.84,301.22,154.82,155.13,14.65,2.71,104.75,138.01,5.67,112.46,98.1,7
1.63,0,37.11,7.05,6.91,408.54,12.04,48.7,20.06,2.95,146.81,144.02,4.68,106.66,96.17,8
1.74,16.23,40.23,6.84,11.56,183.79,184.36,143.39,17.56,3.43,81.96,146.19,4.48,111.66,95.27,7
3.3,0,47.33,8.32,13.82,212.13,146.51,103.09,25.55,2.86,100.7,144.34,5.01,0,95.56,2
0,22.28,46.24,6.81,14.98,317.36,0,19.79,24.63,3.89,81.92,0,0,112.01,95.27,4
1.08,17.62,46.31,7.57,13.9,191.31,107.64,16.04,11.92,0,78.61,151.72,4.63,105.58,97.46,9
1.64,9.44,37.08,8.45,11.71,274.76,57.11,22.96,7.92,2.95,76.96,148.78,4.58,117.28,99.72,3
1.04,17.28,37.64,7.06,12.28,174.79,56.84,60.96,15.25,3.93,98.0,146.75,7.79,106.96,96.51,11
0.57,10.23,50.31,7.71,9.0,403.77,45.41,21.07,7.93,2.73,89.19,151.46,0,104.04,98.74,3
2.4,16.84,53.06,8.0,12.56,347.83,148.85,88.58,21.32,3.19,115.96,152.96,4.72,108.55,98.86,2
1.17,0,42.27,8.0,0,201.65,143.67,153.22,16.02,0,83.3,142.83,4.5,116.84,97.16,7
1.17,17.29,38.12,7.91,0,302.16,46.16,43.14,17.42,3.85,107.73,145.15,4.08,115.19,99.43,1
0.6,14.38,48.12,7.08,53.94,340.47,95.0,63.96,19.11,3.7,113.94,141.37,4.85,103.05,99.56,6
0,0,44.18,6.12,10.86,255.17,52.39,37.72,9.57,3.43,80.58,126.84,5.35,104.85,96.62,10
0.8,13.25,45.0,8.41,19.16,287.64,70.65,19.2,17.46,2.99,107.81,140.45,4.34,0,98.84,5
1.06,17.26,0,7.8,12.1,272.41,87.94,53.72,9.46,1.12,83.41,142.6,5.58,112.83,0,9
0.9,14.06,43.6,6.66,15.57,0,89.69,18.48,11.64,0,107.76,138.4,5.18,100.1,97.03,1
1.55,17.4,46.27,7.38,0,376.89,54.66,39.65,0,3.23,0,150.29,3.91,111.78,97.38,6
1.21,0,40.7,7.77,0,365.94,83.37,41.56,8.85,3.9,113.75,123.84,4.97,112.05,95.41,10
1.42,12.79,40.42,6.09,7.42,325.2,32.04,32.22,20.39,3.04,98.27,141.64,6.84,107.07,0,11
1.7,21.56,51.12,6.23,9.99,242.99,44.48,15.69,19.88,3.5,90.39,0,5.43,106.27,97.0,4
1.67,9.94,49.08,8.38,0,241.06,96.63,27.43,12.58,3.18,116.83,144.15,3.51,114.12,96.22,3
0.52,12.69,40.64,6.71,0,365.35,97.54,50.41,14.74,3.37,75.83,118.07,5.21,116.44,96.58,10
1.24,12.45,45.9,6.84,32.54,268.79,100.4,30.86,18.2,3.09,115.89,147.78,4.82,103.32,0,6
3.33,15.58,0,6.46,11.01,258.13,152.22,97.67,17.62,3.12,104.68,138.8,3.97,109.97,96.3,2
1.29,21.1,40.86,7.55,16.2,293.23,79.82,27.96,8.83,2.99,101.85,149.31,4.71,114.67,0,4
0.56,0,51.75,7.56,18.5,390.28,32.47,41.46,23.25,3.74,87.99,144.09,3.83,116.78,97.95,5
0.69,21.22,39.76,7.36,11.93,166.94,21.23,30.04,0,3.8,113.12,150.46,3.75,101.25,97.84,4
3.38,0,53.06,7.61,16.42,187.45,153.53,96.19,8.92,2.98,114.64,149.21,0,114.76,98.16,2
2.51,13.69,50.65,8.07,16.97,316.92,138.88,0,22.22,3.93,93.65,148.94,4.06,107.91,99.09,2
0.68,17.3,48.76,7.1,6.08,377.96,16.01,48.1,13.97,2.74,0,140.73,3.66,117.5,98.5,8
0.83,15.26,43.56,5.74,0,271.26,52.0,57.54,20.25,3.81,83.84,0,4.71,101.51,96.61,5
0.87,14.11,52.46,5.66,18.9,258.23,0,16.75,0,3.27,80.26,142.05,4.36,111.99,95.54,5
3.18,0,48.48,7.82,13.3,402.16,148.23,93.74,24.02,2.94,83.66,0,5.67,110.18,96.92,2
1.19,0,50.77,5.89,16.67,376.24,93.41,26.73,13.41,0.73,84.88,148.46,4.02,101.9,97.29,9
0.89,14.7,0,0,16.29,0,191.57,159.36,12.57,3.39,119.12,0,5.73,102.53,98.57,7
3.64,15.9,0,8.27,12.88,338.64,150.74,90.13,11.67,0,103.21,140.72,0,113.88,98.35,2
0.61,15.39,46.9,5.55,30.85,227.61,104.86,26.91,22.68,3.21,83.71,142.79,3.8,100.45,98.36,6
1.64,13.61,48.07,6.05,14.77,298.82,58.93,53.67,14.49,0,106.08,0,4.66,114.92,97.69,9
0,15.22,49.2,5.97,44.06,302.25,66.36,30.51,21.8,3.65,0,140.67,3.83,112.76,96.53,6
1.51,0,53.84,8.33,7.87,315.99,108.93,57.1,0,3.21,151.03,139.22,4.41,107.18,99.22,8
1.55,14.99,52.63,6.66,0,192.76,83.5,43.34,25.86,1.51,104.68,143.38,5.08,103.86,98.33,9
1.39,21.49,0,5.8,8.14,242.94,108.93,60.8,19.1,3.51,103.9,139.17,4.62,109.93,95.94,4
0.62,10.44,0,8.39,7.11,327.07,49.64,37.53,0,3.33,79.71,147.08,5.2,0,97.74,3
1.03,14.26,48.15,7.03,14.66,332.12,98.05,45.06,21.98,0,97.14,0,4.07,100.94,98.2,10
0.94,14.22,52.61,7.47,16.99,229.16,40.65,16.19,24.38,3.73,82.92,153.42,3.8,113.57,99.11,1
0.93,13.96,0,8.26,10.86,242.44,27.73,60.34,19.51,0.97,95.32,145.27,0,109.15,96.57,9
0.84,16.71,40.25,7.55,6.28,214.57,76.33,0,18.56,3.17,85.15,151.9,5.37,102.17,96.52,1
1.19,21.35,54.42,7.44,14.92,361.17,94.4,59.32,22.16,0,118.66,138.93,4.23,101.74,98.03,4
1.42,17.72,46.02,7.23,8.35,343.67,0,28.69,22.44,0.91,93.79,153.25,4.66,110.62,98.27,9
0,12.37,38.62,7.95,9.3,363.28,60.35,65.41,23.43,3.41,116.94,119.61,5.32,116.47,98.35,10
1.74,17.92,0,7.69,39.29,257.43,62.45,59.56,20.37,0,79.16,141.72,5.0,105.62,97.41,6
0.92,17.35,46.25,6.89,15.27,0,0,37.35,15.78,1.21,80.06,152.84,4.78,116.21,98.77,9
0.6,0,43.71,7.49,13.4,332.41,60.37,0,23.6,2.72,77.29,0,5.37,112.24,97.62,3
1.65,16.01,52.74,8.42,15.74,313.53,0,52.53,20.22,3.42,86.66,0,6.39,113.85,0,11
1.73,12.82,50.58,7.05,12.98,0,77.03,40.08,19.75,2.99,115.95,142.42,7.02,107.29,98.83,11
0,13.58,39.11,6.65,8.31,238.94,93.88,49.11,0,3.4,80.16,0,3.52,114.94,97.21,10
1.18,9.99,48.32,6.69,6.84,304.28,107.19,55.28,0,3.64,113.44,150.79,4.19,114.22,99.2,3
1.29,15.96,49.86,6.52,11.95,401.13,144.15,0,8.86,3.38,88.14,146.32,3.72,101.74,98.48,7
0.84,14.37,50.35,6.42,10.95,225.6,102.16,15.96,19.5,2.86,112.38,145.23,7.3,105.93,0,11
1.53,16.55,37.63,6.38,12.95,378.76,58.47,20.31,18.96,3.81,79.78,126.53,3.85,103.43,97.4,10
1.54,12.03,37.92,7.49,0,181.92,0,28.31,22.28,3.13,104.3,123.07,4.24,109.13,98.54,10
0.54,0,37.15,0,21.71,255.48,95.05,60.86,14.61,0,115.52,146.2,0,114.03,0,5
0.57,9.79,48.47,7.79,10.79,319.93,0,24.74,14.25,2.62,103.27,153.98,4.7,111.21,99.86,3
3.44,0,53.18,6.77,6.71,166.01,144.99,110.05,8.88,3.19,117.02,141.66,4.88,106.4,95.26,2
0.79,9.42,0,5.83,10.39,424.4,10.04,46.07,20.71,0,93.83,145.79,4.74,103.9,95.88,3
0.79,15.0,50.89,7.58,15.09,236.34,77.43,0,8.45,2.65,147.88,149.86,0,108.54,98.68,8
0.72,15.49,45.98,7.99,0,0,30.33,21.75,22.74,3.7,82.78,118.95,4.9,107.67,96.39,10
0,0,46.69,7.2,0,421.83,15.03,25.9,7.09,3.56,75.78,0,6.84,110.57,98.09,11
1.19,10.08,50.93,0,12.31,344.7,71.79,26.35,11.31,2.66,83.8,141.13,4.24,100.81,98.07,3
0.56,17.08,54.57,5.79,14.75,395.59,28.47,24.01,25.01,0,111.51,125.81,0,102.91,95.71,10
0,15.07,52.51,5.54,11.23,0,44.21,50.05,16.14,0,110.95,149.7,0,114.48,97.85,9
1.02,20.03,44.99,8.43,9.73,208.37,44.67,59.17,8.43,3.6,87.44,143.78,5.75,106.65,99.79,4
1.09,12.37,38.58,7.83,6.68,376.67,97.31,46.36,8.64,0.9,88.47,0,5.27,113.22,98.58,9
1.34,16.04,49.02,6.64,13.04,352.63,79.13,45.06,16.97,3.09,106.92,148.18,0,115.69,99.0,11
1.14,16.12,52.66,5.59,21.31,373.53,69.64,37.01,17.93,2.92,86.86,0,5.17,113.27,96.15,5
1.06,20.5,49.75,0,16.98,237.63,33.71,16.05,9.32,3.44,98.59,144.57,4.2,106.7,0,4
0.6,12.88,38.31,5.91,0,231.41,68.86,41.52,17.11,1.04,0,153.7,4.88,109.67,96.46,9
0,20.69,0,7.4,10.84,259.51,35.38,28.85,19.09,3.96,97.61,147.28,3.95,101.92,97.36,4
1.36,21.68,43.01,6.55,9.86,226.73,84.79,0,13.52,3.41,114.7,148.66,3.84,110.68,95.74,4
0.97,10.5,0,6.18,7.55,243.97,0,32.42,13.76,2.97,108.38,144.32,3.8,107.53,98.42,3
1.02,16.52,44.15,7.81,21.25,336.04,98.19,0,0,3.47,110.64,143.81,0,104.69,99.07,5
0.42,12.96,44.53,8.33,10.43,270.9,24.36,47.23,19.8,3.48,94.52,122.25,4.84,102.9,95.68,10
1.61,9.05,50.41,7.45,6.42,277.34,11.2,18.19,22.07,3.63,103.41,143.89,4.03,0,97.85,3
0.91,17.56,37.81,6.65,14.83,277.95,160.96,140.73,8.08,3.79,80.2,145.84,4.7,115.65,98.97,7
1.4,17.84,48.95,5.6,10.76,385.94,174.32,142.81,13.4,2.72,87.2,140.59,4.83,106.51,96.89,7
0.82,14.35,54.57,5.66,13.16,419.82,0,0,14.93,3.58,0,145.99,4.74,108.97,97.88,7
0.47,10.39,46.12,0,14.85,229.13,56.56,0,23.78,3.04,87.21,147.78,5.33,108.4,99.34,3
3.31,0,48.49,6.81,7.88,365.95,138.62,90.17,11.65,3.68,108.2,146.69,3.78,105.32,97.3,2
1.07,12.07,48.7,6.28,8.33,311.54,87.9,37.41,10.48,1.43,85.79,153.44,4.06,113.32,98.92,9
0.61,12.46,42.68,8.08,6.36,327.38,45.58,0,14.58,1.13,115.23,148.13,0,115.22,97.03,9
0.49,17.0,51.49,7.57,11.93,347.96,69.77,17.62,9.25,3.32,108.45,120.91,0,100.81,96.57,10
0.59,0,50.28,8.45,0,366.21,0,39.47,0,2.66,113.02,150.5,5.28,111.71,99.88,4
0.56,13.07,45.82,6.67,14.77,384.83,99.02,18.52,12.41,1.35,92.85,139.4,0,108.82,98.12,9
0,12.3,44.29,5.64,8.02,0,146.16,90.41,20.25,3.94,112.74,144.96,0,104.26,98.71,2
0,0,48.81,7.75,20.12,281.82,69.34,17.98,20.9,0,77.0,152.84,4.04,106.36,0,5
1.73,9.61,37.38,5.69,12.6,0,107.66,0,12.08,3.34,99.67,151.98,5.53,111.67,95.62,3
1.5,0,47.71,5.94,0,249.53,90.16,0,15.7,3.47,78.19,146.88,4.51,111.04,96.68,5
1.61,10.83,42.57,5.91,11.46,345.48,67.54,0,12.61,2.93,101.63,151.63,4.95,104.98,98.52,3
0.4,12.16,50.55,7.42,10.9,390.65,0,15.67,14.37,0.81,82.05,146.85,4.32,105.83,98.37,9
1.09,15.03,46.99,5.84,7.65,401.44,0,29.93,10.93,3.02,140.56,138.08,3.58,106.1,95.65,8
0.75,19.66,43.65,8.37,14.31,312.26,104.28,56.33,17.13,3.36,103.05,145.24,4.9,117.57,98.0,4
0,0,53.09,6.76,11.62,334.18,101.67,16.0,7.79,3.43,0,151.56,5.8,104.92,98.61,3
0.5,0,39.27,6.38,14.31,410.39,180.4,144.81,7.25,3.23,77.42,0,0,100.38,96.63,7
1.3,15.81,41.59,7.31,9.2,231.5,55.42,0,0,3.84,97.93,143.16,0,0,97.3,11
1.25,0,45.19,8.43,59.41,426.43,72.35,62.46,17.73,3.67,109.9,0,4.67,108.85,97.96,6
2.87,12.68,54.8,7.82,12.35,294.8,147.0,99.77,12.53,0,76.47,141.82,4.34,111.22,95.12,2
0.67,17.33,0,5.55,9.64,0,0,59.63,18.13,3.5,93.37,144.7,3.73,100.25,97.14,1
2.64,15.8,46.82,6.82,8.43,241.77,137.85,112.45,26.31,2.92,0,147.75,5.26,110.3,98.65,2
0.69,13.86,0,8.07,10.82,426.16,92.82,40.38,0,2.73,82.67,150.22,7.29,106.89,97.06,11
1.22,13.42,53.54,8.24,10.59,229.13,30.56,43.36,0,2.88,118.07,141.37,0,103.26,0,1
3.48,17.66,54.42,5.8,7.99,177.03,131.57,105.07,16.28,0,111.68,152.06,3.69,104.71,98.74,2
0,0,42.81,6.03,8.58,420.11,0,41.05,20.31,2.74,112.67,123.76,5.17,101.15,95.64,10
1.71,22.49,48.33,8.25,7.34,165.82,91.5,65.2,0,0,104.59,142.21,0,117.67,96.28,4
